timestamp	numstudies	numtrees	time	sha
1355522002	633	1544	2012-12-14T15Z	
1355523688	634	1547	2012-12-14T16Z	
1355533291	635	1548	2012-12-14T19Z	
1355534074	636	1550	2012-12-14T19Z	
1355534829	637	1551	2012-12-14T19Z	
1355535041	638	1552	2012-12-14T19Z	
1355535949	639	1553	2012-12-14T19Z	
1355759108	640	1556	2012-12-17T09Z	
1355759723	641	1558	2012-12-17T09Z	
1355760110	642	1563	2012-12-17T10Z	
1355761268	643	1565	2012-12-17T10Z	
1355768177	644	1566	2012-12-17T12Z	
1355784221	645	1568	2012-12-17T16Z	
1355784494	646	1569	2012-12-17T16Z	
1355784919	647	1572	2012-12-17T16Z	
1355785200	648	1574	2012-12-17T17Z	
1355785761	649	1575	2012-12-17T17Z	
1355794913	650	1577	2012-12-17T19Z	
1355795389	651	1585	2012-12-17T19Z	
